username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,
IfWin1234,2016-12-28 12:01,0,0,"AAP: Live link of Punjab Inquilab Rally, AAP leader Arvind Kejriwal will address the rally. https://www. facebook.com/AAPPunjab/ … pic.twitter.com/VxXErsR0eJ",,,,8.13995733103813E+017,https://twitter.com/IfWin1234/status/813995733103812608,,,
common_man88,2016-12-28 12:00,1,0,"Live link of Punjab Inquilab Rally, AAP leader Arvind Kejriwal will address the rally. https://www. facebook.com/AAPPunjab/ #EndOfBadalsBegins",,,#EndOfBadalsBegins,8.13995611674608E+017,https://twitter.com/common_man88/status/813995611674607618,,,
India__143,2016-12-28 12:00,0,0,"NEWS: Live link of Punjab Inquilab Rally, AAP leader Arvind Kejriwal will address the rally. https://www. facebook.com/AAPPunjab/ #EndOfBadalsBegins",,,#EndOfBadalsBegins,8.13995485614772E+017,https://twitter.com/India__143/status/813995485614772224,,,
TechBlog235,2016-12-28 12:00,0,0,Kejriwal should quit over 'irregularities' in AAP accounts: BJP - http://www. neopress.in/kejriwal-shoul d-quit-over-irregularities-in-aap-accounts-bjp/?utm_source=IANS&utm_medium=Twitter-Techblog&utm_campaign= … NeoPress pic.twitter.com/I9U85N7Jh0,,,,8.13995481730646E+017,https://twitter.com/TechBlog235/status/813995481730646016,,,
CaptainCruyff,2016-12-28 11:59,0,0,"@dhume In terms of quality: Nitish Kumar, in terms of National Presence: Kejriwal",,@dhume,,8.13995376428532E+017,https://twitter.com/CaptainCruyff/status/813995376428531712,,,
PMAbhi,2016-12-28 11:59,1,0,"Live link of Punjab Inquilab Rally, AAP leader Arvind Kejriwal will address the rally. https://www. facebook.com/AAPPunjab/ #EndOfBadalsBegins",,,#EndOfBadalsBegins,8.13995368518193E+017,https://twitter.com/PMAbhi/status/813995368518193152,,,
newsboysindia,2016-12-28 11:59,0,0,Delhi CM Arvind Kejriwal Addresses People of Safai Karamchari Ayog: http:// youtu.be/gRivPm_sY4Q?a via @YouTube,,@YouTube,,8.1399529448455E+017,https://twitter.com/newsboysindia/status/813995294484549632,,,
SudhirAAP,2016-12-28 11:57,78,50,"Live link of Punjab Inquilab Rally, AAP leader Arvind Kejriwal will address the rally. https://www. facebook.com/AAPPunjab/ #EndOfBadalsBegins",,,#EndOfBadalsBegins,8.13994819848577E+017,https://twitter.com/SudhirAAP/status/813994819848577024,,,
sudeepbose,2016-12-28 11:57,2,1,#कैशलेस_के_फायदे 1. Mamta Didi gone retard. 2. Kejriwal has gone crazy. 3. Rahul Gandhi acting more idiotic than before. #DeMonetisation,,,# #DeMonetisation,8.13994815369032E+017,https://twitter.com/sudeepbose/status/813994815369031681,,,
ashishbadgaiyan,2016-12-28 11:57,0,0,@SudarshanNewsTV #RahulGandhi शायद #Kejriwal की तरह बोल कर दिल्ली के CM बनना चाहते है,,@SudarshanNewsTV,#RahulGandhi #Kejriwal,8.13994809203589E+017,https://twitter.com/ashishbadgaiyan/status/813994809203589120,,,
AamAadmiParty,2016-12-28 11:57,60,37,"Live link of Punjab Inquilab Rally, AAP leader Arvind Kejriwal will address the rally. https://www. facebook.com/AAPPunjab/ #EndOfBadalsBegins",,,#EndOfBadalsBegins,8.13994696745755E+017,https://twitter.com/AamAadmiParty/status/813994696745754624,,,
NellieLevan,2016-12-28 11:56,0,0,Delhi BJP takes on AAP over party funding: CM Kejriwal should step down,,,,8.13994564226728E+017,https://twitter.com/NellieLevan/status/813994564226727938,,,
wizsudhir,2016-12-28 11:56,0,0,"Even Kejriwal will forfeit deposit against CM in Lambi, says Harsimrat Badal http:// indianexpress.com/article/india/ even-kejriwal-will-forfeit-deposit-against-cm-in-lambi-says-harsimrat-badal-4448256/ … … pic.twitter.com/ZxjRehKrCq",,,,8.13994450695299E+017,https://twitter.com/wizsudhir/status/813994450695299072,,,
MechanicalBaba,2016-12-28 11:56,0,0,"Even Kejriwal will forfeit deposit against CM in Lambi, says Harsimrat Badal http:// indianexpress.com/article/india/ even-kejriwal-will-forfeit-deposit-against-cm-in-lambi-says-harsimrat-badal-4448256/ … … pic.twitter.com/9iB2mJtUJG",,,,8.13994445066469E+017,https://twitter.com/MechanicalBaba/status/813994445066469376,,,
das_prashant777,2016-12-28 11:54,1,1,#Mamta kobhi Muslims vote Chaiye. #kejriwal Kobhi Muslims vote Chaiye. #Hindus ko BJP ko votes Dena Chaiye.Then it's a correct Equation https:// twitter.com/Gr8roma/status /813971763532967936 …,,,#Mamta #kejriwal #Hindus,8.13993994157855E+017,https://twitter.com/das_prashant777/status/813993994157854721,,,
enigma15in,2016-12-28 11:54,0,0,The most vitriolic tweets come from AAPtards followed by Kejriwal . https:// twitter.com/gargirawat/sta tus/813993088913813504 …,,,,8.1399390205526E+017,https://twitter.com/enigma15in/status/813993902055260160,,,
OutrageKyunHain,2016-12-28 11:53,0,0,"@GargiRawat @vineetverma1988 PM even follows Kejriwal , the filthiest abusive compulsive liar troll ever, y should PM be responsible",,@GargiRawat @vineetverma1988,,8.13993661545345E+017,https://twitter.com/OutrageKyunHain/status/813993661545345025,,,
csethi329,2016-12-28 11:53,0,0,Tum kejriwal se kab milne gai thi She: xx-xx-xxxx ya hi date pata karlo agar mujhe se pyaar karte ho to. °^°Blocked°^° pic.twitter.com/mKqeYPnQ9l,,,,8.13993656533258E+017,https://twitter.com/csethi329/status/813993656533258242,,,
iShubhendu,2016-12-28 11:52,1,0,"Rahul, Arvind Kejriwal and Mamta shows their real face #कैशलेस_के_फायदे",,,#,8.13993472399122E+017,https://twitter.com/iShubhendu/status/813993472399122432,,,
MohanDivraniya,2016-12-28 11:50,1,1,Donald trump is Kejriwal of USA. It is difficult to differentiate between tweets from his original and parody accounts.,,,,8.13993081150259E+017,https://twitter.com/MohanDivraniya/status/813993081150259200,,,
7414amit,2016-12-28 11:48,2,0,#DELHI Police is desperately waiting for this moment!!!!!!!!! Kejriwal beware don't give them an opportunity. pic.twitter.com/xLvVNy4woz,,,#DELHI,8.13992596460753E+017,https://twitter.com/7414amit/status/813992596460752896,,,
singhvishalrjpt,2016-12-28 11:48,0,1,https:// youtu.be/B-_cHEmgcJY Arvind Kejriwal 's secret talk ....,,,,8.13992569256419E+017,https://twitter.com/singhvishalrjpt/status/813992569256419328,,,
ashfaqu10967606,2016-12-28 11:47,0,0,@kamaalrkhan only modi not kejriwal,,@kamaalrkhan,,8.13992368697393E+017,https://twitter.com/ashfaqu10967606/status/813992368697393152,,,
god_mafia,2016-12-28 11:46,0,0,@ashutosh83B Kala ashutosh Lal amruud baich Rha hai #Kejriwal pic.twitter.com/Qdf7DSIere,,@ashutosh83B,#Kejriwal,8.13991982578238E+017,https://twitter.com/god_mafia/status/813991982578237440,,,
TheGantadas,2016-12-28 11:45,1,0,"We have Arvind kejriwal , Rahul Gandhi n above all KRK . #TeamOfTuchiyas pic.twitter.com/k79BAaRIC9",,,#TeamOfTuchiyas,8.13991830568124E+017,https://twitter.com/TheGantadas/status/813991830568124416,,,
TeamGujarat,2016-12-28 11:45,0,0,Delhi BJP takes on AAP over party funding: CM Kejriwal should step down http://www. teamgujarat.com/2016/12/28/del hi-bjp-takes-aap-party-funding-cm-kejriwal-step/ … @ManojTiwariMP,,@ManojTiwariMP,,8.13991783172489E+017,https://twitter.com/TeamGujarat/status/813991783172489216,,,
_ravibhatnagar,2016-12-28 11:43,0,0,@ndtv @ashutosh83B #Najeeb Jung was most hopeless LG of Delhi though Kejriwal is no less Evil for Delhi @HMOIndia @PMOIndia @ArvindKejriwal,,@ndtv @ashutosh83B @HMOIndia @PMOIndia @ArvindKejriwal,#Najeeb,8.13991327385817E+017,https://twitter.com/_ravibhatnagar/status/813991327385817088,,,
ind2day,2016-12-28 11:43,0,0,Kejriwal apologises to Dalit activist Bant Singh over induction of his tormentors into AAP - http:// indtoday.com/kejriwal-apolo gises-to-dalit-activist-bant-singh-over-induction-of-his-tormentors-into-aap/ …,,,,8.13991225820746E+017,https://twitter.com/ind2day/status/813991225820745728,,,
thatsTelugu,2016-12-28 11:43,0,0,దళిత కార్యకర్తకు సీఎం క్షమాపణలు!.. ఆ ఇద్దరిని తొలగించేశారు http:// telugu.oneindia.com/news/india/cm- kejriwal-apologises-dalit-activist-191443.html … #kejriwal #apologise #dalitactivist #panjabelections,,,#kejriwal #apologise #dalitactivist #panjabelections,8.13991159366177E+017,https://twitter.com/thatsTelugu/status/813991159366176768,,,
Anbhigya_Chetan,2016-12-28 11:43,1,0,BREAKING! Arvind Kejriwal Caught in Massive Donation Scam by Income Tax Department! http:// postcard.news/breaking-arvin d-kejriwal-caught-massive-donation-scam-income-tax-department/ … via @postcard_news,,@postcard_news,,8.13991155268338E+017,https://twitter.com/Anbhigya_Chetan/status/813991155268337664,,,
Telecom_Monkey,2016-12-28 11:41,0,0,"Rahul Gandhi: Let's go for movie. Kejriwal : I've got a doctor's appointment today.. Rahul Gandhi: Just cancel it,Tell him you're sick.",,,,8.13990677075767E+017,https://twitter.com/Telecom_Monkey/status/813990677075767297,,,
yashmathuria,2016-12-28 11:41,0,0,BJP sides with Anna to attack Kejriwal http:// epaperbeta.timesofindia.com/Article.aspx?e id=31808&articlexml=BJP-sides-with-Anna-to-attack-Kejriwal-28122016006018 …,,,,8.13990675897151E+017,https://twitter.com/yashmathuria/status/813990675897151488,,,
shantanunandan2,2016-12-28 11:41,0,1,Assam Court summons Delhi CM Arvind Kejriwal in a defamation case related to PM Modi's degree row: Local media reports,,,,8.13990662861361E+017,https://twitter.com/shantanunandan2/status/813990662861361152,,,
harmindersidhu7,2016-12-28 11:40,1,0,छोटे बादल के बाद आज बड़े बादल की बारी है भागने की #भाग_बादल_भाग because Kejriwal will be in your backyard today @AAPOverseas pic.twitter.com/kJsBpmFwgR,,@AAPOverseas,#,8.13990414105514E+017,https://twitter.com/harmindersidhu7/status/813990414105513987,,,
BawaHS,2016-12-28 11:40,0,1,"#JagmeetBrar inducts 2 more #AAP leaders into #TMC , hopes for alliance with #Kejriwal http:// ow.ly/isoU307t7cy pic.twitter.com/Qh2wvkj0PH",,,#JagmeetBrar #AAP #TMC #Kejriwal,8.13990411882689E+017,https://twitter.com/BawaHS/status/813990411882688512,,,
yespunjab,2016-12-28 11:40,1,3,"#JagmeetBrar inducts 2 more #AAP leaders into #TMC , hopes for alliance with #Kejriwal http:// ow.ly/isoU307t7cy pic.twitter.com/MFwuUJ5MKt",,,#JagmeetBrar #AAP #TMC #Kejriwal,8.13990411387752E+017,https://twitter.com/yespunjab/status/813990411387752448,,,
kscshivbhakt,2016-12-28 11:39,0,0,@rajenderjoshi2 Ku Kala kuta kejriwal khud hi hai,,@rajenderjoshi2,,8.13990126443434E+017,https://twitter.com/kscshivbhakt/status/813990126443433984,,,
swrpa733124,2016-12-28 11:36,1,2,Did Mamata Banerjee File Case Against Zee News Sudhir Chowdhary on Behest of Arvind Kejriwal ?? http:// ln.is/postcard.news/ E6zWe …,,,,8.13989412598153E+017,https://twitter.com/swrpa733124/status/813989412598153216,,,
rahulshard,2016-12-28 11:35,0,0,@ndtv @ashutosh83B now KejriwAl stands exposed... Stop giving them coverage,,@ndtv @ashutosh83B,,8.13989252425859E+017,https://twitter.com/rahulshard/status/813989252425859072,,,
sujittrivedi,2016-12-28 11:34,0,0,"Present rahul gandhi speaks which kejriwal had spoken base less, sense less",,,,8.13988853761589E+017,https://twitter.com/sujittrivedi/status/813988853761589248,,,
S1dhansH,2016-12-28 11:33,0,0,Deepika: sach sach bol tune kejriwal ko vote diya tha na https:// twitter.com/RahulReply/sta tus/805672168017121281?p=v …,,,,8.13988801458688E+017,https://twitter.com/S1dhansH/status/813988801458688001,,,
sharad174,2016-12-28 11:33,0,0,Arvind kejriwal pic.twitter.com/oqBNOn5Njo,,,,8.13988634365788E+017,https://twitter.com/sharad174/status/813988634365788160,,,
SBhatt88,2016-12-28 11:33,0,0,@upadhyaysbjp @sudhirchaudhary kejri forced sexual compromise on Soni mishra which lead her to suicide.Y no FIR lodge against kejriwal,,@upadhyaysbjp @sudhirchaudhary,,8.13988604598813E+017,https://twitter.com/SBhatt88/status/813988604598812672,,,
moronhumor,2016-12-28 11:32,1,6,RaGa : Ye aapko chu**** bana rahe hain Didi: Ye .. Modi : Ye .. Kejriwal : Hum sabse alag hain ji ! pic.twitter.com/CZ0ZjebsiD,,,,8.13988556783976E+017,https://twitter.com/moronhumor/status/813988556783976448,,,
SBhatt88,2016-12-28 11:31,0,0,@upadhyaysbjp Sir.Y don't u lodge an FIR against kejriwal 4 abatement to suicide of Sonimishra.Y @sudhirchaudhary didn't raise tht mater,,@upadhyaysbjp @sudhirchaudhary,,8.13988288767758E+017,https://twitter.com/SBhatt88/status/813988288767758336,,,
ChintanJariwala,2016-12-28 11:30,0,1,@GhasPhoosDoctor @_InExtremis Kejriwal : Mujhe bich me mat ghasito...,,@GhasPhoosDoctor @_InExtremis,,8.13988089542705E+017,https://twitter.com/ChintanJariwala/status/813988089542705152,,,
Telecom_Monkey,2016-12-28 11:29,0,0,"Kejriwal : I have more Fans than You.. Rahul Gandhi: No Big deal, I have AC at Home.",,,,8.139877951821E+017,https://twitter.com/Telecom_Monkey/status/813987795182100480,,,
PinkGough,2016-12-28 11:25,0,0,@DrGPradhan Kejriwal Jaalsaaz Dagaabaaz,,@DrGPradhan,,8.13986697654497E+017,https://twitter.com/PinkGough/status/813986697654497281,,,
vitthalkhot,2016-12-28 11:25,0,0,@thekiranbedi Pls Save Delhi Kiran ji from mentally sick Kejriwal .,,@thekiranbedi,,8.13986675877671E+017,https://twitter.com/vitthalkhot/status/813986675877670913,,,
chilambharke,2016-12-28 11:24,0,0,"@AjayNeg26130869 @payal_choksi @ArvindKejriwal sahi kaha bhai, beshaq ye mane na. Jaise Kejriwal Modi Ko chahta h aise hi ye kejri Ko.",,@AjayNeg26130869 @payal_choksi @ArvindKejriwal,,8.13986564363559E+017,https://twitter.com/chilambharke/status/813986564363558912,,,
OutrageKyunHain,2016-12-28 11:24,0,4,@_pallavighosh @BDUTT And that's precisely what Modi does to Kejriwal and his gang of journos,,@_pallavighosh @BDUTT,,8.13986378367128E+017,https://twitter.com/OutrageKyunHain/status/813986378367127552,,,
Pushpen83167521,2016-12-28 11:19,0,0,Rahul Gandhi Mamta Banerjee Kejriwal ....bhrasht hai...,,,,8.13985312330359E+017,https://twitter.com/Pushpen83167521/status/813985312330358785,,,
funny_kejriwal,2016-12-28 11:19,0,0,@devduttmyth किसने बनाया ये मुजातस्मा,,@devduttmyth,,8.13985306927985E+017,https://twitter.com/funny_kejriwal/status/813985306927984640,,,
Nishdued,2016-12-28 11:19,0,0,#भाग_बादल_भाग Arvind Kejriwal will take on Prakash Singh Badal today at his Home Turf pic.twitter.com/ozKy6y84t4,,,#,8.13985132033884E+017,https://twitter.com/Nishdued/status/813985132033884160,,,
Varun103,2016-12-28 11:18,0,0,"Join the 12th avatar of God,Yugapurush Shri. Kejriwal to Kindergarten again so that he can educate himself. He... http:// fb.me/7ZH3Mx5Co",,,,8.13984995966648E+017,https://twitter.com/Varun103/status/813984995966648320,,,
dalal_haresh,2016-12-28 11:18,0,0,"Kejriwal loosing his title ($$$$$) to raga quickly. Aap do something, count modi modi in raga speech deliver a spech with +1 modi than raga",,,,8.13984841108693E+017,https://twitter.com/dalal_haresh/status/813984841108692992,,,
Champ_Nikk,2016-12-28 11:17,0,0,@P9Ashwini kejriwal,,@P9Ashwini,,8.13984791968104E+017,https://twitter.com/Champ_Nikk/status/813984791968104448,,,
amitkhanna,2016-12-28 11:17,2,1,Mamta Bannerjee and Arvind Kejriwal are more agitators than leaders,,,,8.139847379707E+017,https://twitter.com/amitkhanna/status/813984737970700288,,,
cheapthrills98,2016-12-28 11:17,0,2,@Rehaank72670663 kejriwal chiz hi kya hai,,@Rehaank72670663,,8.13984624376304E+017,https://twitter.com/cheapthrills98/status/813984624376303616,,,
shabanais,2016-12-28 11:16,1,2,Nitish is far from being an opposition leader. Think bhakts vote for him. Kejriwal and Mamata are the real opposition. https:// twitter.com/dhume/status/8 13977420432805890 …,,,,8.13984413528695E+017,https://twitter.com/shabanais/status/813984413528694784,,,
funny_kejriwal,2016-12-28 11:16,0,0,पाकी बेगम बक बक बरखा @mvmeet @postcard_news,,@mvmeet @postcard_news,,8.13984395019186E+017,https://twitter.com/funny_kejriwal/status/813984395019186176,,,
Saurabhmedia,2016-12-28 11:13,0,0,kejriwal mentality test!!: http:// youtu.be/6NxzcO-iLkU?a via @YouTube,,@YouTube,,8.13983682616816E+017,https://twitter.com/Saurabhmedia/status/813983682616815616,,,
umedmehta45,2016-12-28 11:13,0,0,Did Mamata Banerjee File Case Against Zee News Sudhir Chowdhary on Behest of Arvind Kejriwal ?? | Postcard http:// ln.is/postcard.news/ V1s3Y …,,,,8.13983678535729E+017,https://twitter.com/umedmehta45/status/813983678535729153,,,
dkojha23,2016-12-28 11:13,0,0,https:// youtu.be/GXNmK04bxOU #Kejriwal #ManKiBat @Mitalishah121 @ArvindKejriwal @ARVIND_BALAK,,@Mitalishah121 @ArvindKejriwal @ARVIND_BALAK,#Kejriwal #ManKiBat,8.13983582918242E+017,https://twitter.com/dkojha23/status/813983582918242304,,,
Sundeep123,2016-12-28 11:12,0,0,24k votes and 83% says can't trust Kejriwal !!! Speaks volumes about the credibility of this low level person. https:// twitter.com/myvotetoday/st atus/811927019411808256 …,,,,8.13983452479357E+017,https://twitter.com/Sundeep123/status/813983452479356929,,,
lalit_013,2016-12-28 11:11,0,0,""" Duniya banane wale Kahe ko tune duniyaaa banaii "" - Banaii to banai fir Kejriwal b bana daala",,,,8.13983217091051E+017,https://twitter.com/lalit_013/status/813983217091051520,,,
Kishlaysharma,2016-12-28 11:11,0,0,Bant Singh will today singh from Kejriwal 's stage at Koliawali rally... Historic !!,,,,8.13983154637861E+017,https://twitter.com/Kishlaysharma/status/813983154637860864,,,
anilverma_ca,2016-12-28 11:11,0,0,@chetan_bhagat r u following Arvind Kejriwal .. ungli karna in every step of govt. by gvng 3rd style examples.,,@chetan_bhagat,,8.13983145406017E+017,https://twitter.com/anilverma_ca/status/813983145406017536,,,
mutdeyjakamal1,2016-12-28 11:10,0,0,@vishesharora_ promises made by Kejriwal with his own knowing facts about dehli and now he blaming centre ? Ye Jo public hai SAB janti hai,,@vishesharora_,,8.13983038589677E+017,https://twitter.com/mutdeyjakamal1/status/813983038589677569,,,
Frustrated_CM,2016-12-28 11:10,0,0,@kamaaaa6 @bhavya_savani @AAPExpress @YouTube kejriwal must do something .... why is he quite in commonwealth case. @ArvindKejriwal,,@kamaaaa6 @bhavya_savani @AAPExpress @YouTube @ArvindKejriwal,,8.13982879625552E+017,https://twitter.com/Frustrated_CM/status/813982879625551872,,,
bjoshi7870,2016-12-28 11:09,0,0,@vixsharma1 @BDUTT @bainjal @sadhavi dono apni bhasa pr sayam rakho Apas ki ladai me kejriwal ko bich me mat ghasito,,@vixsharma1 @BDUTT @bainjal @sadhavi,,8.13982633847914E+017,https://twitter.com/bjoshi7870/status/813982633847914497,,,
pdaler,2016-12-28 11:08,0,0,@arunodayprakash @brajeshabpnews @ArvindKejriwal we love kejriwal Ji.. ..keep it up...,,@arunodayprakash @brajeshabpnews @ArvindKejriwal,,8.13982409318273E+017,https://twitter.com/pdaler/status/813982409318273024,,,
Anurag4Azadi,2016-12-28 11:07,0,0,@TaoEssence I'm not really supporting any party as yet but Kejriwal seems to be most organized and intent on delivery amongst the lot,,@TaoEssence,,8.13982300073443E+017,https://twitter.com/Anurag4Azadi/status/813982300073443328,,,
vetri_vm,2016-12-28 11:06,0,0,@RGVzoomin I think you mean they look like kejriwal,,@RGVzoomin,,8.1398204257262E+017,https://twitter.com/vetri_vm/status/813982042572619777,,,
javed_ahmad11,2016-12-28 11:06,0,0,Yogendar ji.. you think while targeting AAP you can get mileage.. you can not be Arvind Kejriwal ? keep it in mind https:// twitter.com/_YogendraYadav /status/813981306740736000 …,,,,8.13982010662212E+017,https://twitter.com/javed_ahmad11/status/813982010662211584,,,
ujjwalingolikar,2016-12-28 11:06,0,0,@MalikAshok Do you think the bonhomie between Kejriwal and Didi is for real. After all they would be competitors for opposition PM chair.,,@MalikAshok,,8.13981844102226E+017,https://twitter.com/ujjwalingolikar/status/813981844102225921,,,
laxman_kamat,2016-12-28 11:05,0,0,"@meamabhishek And what about your seth kejriwal who said ""Modiji mujhe maar daalenge"" few months back? Did he trust his security and police?",,@meamabhishek,,8.13981565780799E+017,https://twitter.com/laxman_kamat/status/813981565780799489,,,
narendratyagi,2016-12-28 11:05,0,0,Rahul Or Kejriwal Ke Gurudev ka pata chal gaya ..... :) http:// fb.me/1AGyZYCHu,,,,8.13981562316477E+017,https://twitter.com/narendratyagi/status/813981562316476416,,,
NeelkamalTOI,2016-12-28 11:04,0,0,AAP convenr Kejriwal to roar in CM Badal bastion 2 hold rally at vil Kolianwali in Lambi may anounce Delhi MLA Jarnail Singh 2 take on Badal,,,,8.13981376718336E+017,https://twitter.com/NeelkamalTOI/status/813981376718336000,,,
Indiainadotcom,2016-12-28 11:03,0,0,@Maddy_Saheb @KejriwalFCIndia @whoAditya you are namazi of jakir or kejriwal,,@Maddy_Saheb @KejriwalFCIndia @whoAditya,,8.13981244929098E+017,https://twitter.com/Indiainadotcom/status/813981244929097728,,,
myvotetoday,2016-12-28 11:03,12,16,Irregularities in #AAP 's donation statement has made it clear that #Kejriwal 's claims of transparency in #politics is a joke? #AUSvPAK pic.twitter.com/Tg8W1Yjyyb,,,#AAP #Kejriwal #politics #AUSvPAK,8.13981226302222E+017,https://twitter.com/myvotetoday/status/813981226302222336,,,
hindutavblog,2016-12-28 11:03,0,1,Watch This Awesome Video Here. Arnab Goswami Sweeps Arvind Kejriwal for Mocking Demonitisation | Hindutva http:// ln.is/hindutva.info/ zOMH9 …,,,,8.13981131884397E+017,https://twitter.com/hindutavblog/status/813981131884396556,,,
arunsinghhdi1,2016-12-28 11:02,0,0,@amitkumar13557 @vijaysardana @sardanarohit What about 2 cr taken by kejriwal sorry bawal at time of election in the name of chanda,,@amitkumar13557 @vijaysardana @sardanarohit,,8.13981028121514E+017,https://twitter.com/arunsinghhdi1/status/813981028121513984,,,
kalatiwari1,2016-12-28 11:02,0,0,Chunav jitne ke liye Kejriwal ji Kisi Bhi Hadh Tak Gir Sakte hai. .... pic.twitter.com/NxVFgHXDfH,,,,8.13980851146924E+017,https://twitter.com/kalatiwari1/status/813980851146924032,,,
ManojSi42247043,2016-12-28 11:01,0,1,"@omthanvi @ArvindKejriwal mr and miss kejriwal mamta misa lalu rg totally fool and corrupt,yes-९९.९%",,@omthanvi @ArvindKejriwal,,8.13980609127285E+017,https://twitter.com/ManojSi42247043/status/813980609127284736,,,
gurinderpal90,2016-12-28 11:00,0,0,"Arvind Kejriwal will take on Prakash Singh Badal today at his Home Turf ..., #भाग_बादल_भाग http:// ln.is/indianexpress. com/ar/oWGLc …",,,#,8.13980415165727E+017,https://twitter.com/gurinderpal90/status/813980415165726721,,,
Grumpy_Gandhi,2016-12-28 10:59,0,0,"@ArvindKejriwal must resign!! I call for #Kejriwal 's resignation! The ""crusader against corruption"" is the most corrupt politician alive!! https:// twitter.com/ramkripalmp/st atus/813976100397137920 …",,@ArvindKejriwal,#Kejriwal,8.13980049414074E+017,https://twitter.com/Grumpy_Gandhi/status/813980049414074368,,,
JagbaniOnline,2016-12-28 10:58,0,1,"ਬਾਦਲ ਦੇ ਲੰਬੀ ਹਲਕੇ 'ਚ ਕੇਜਰੀਵਾਲ ਦੀ ਰੈਲੀ ਅੱਜ, ਖੇਤ 'ਚ ਲਾਇਆ ਪੰਡਾਲ #Badal De Lambhi Halke Ch Arvind Kejriwal Di Rally... http:// fb.me/8mszC9mJM",,,#Badal,8.13980021496935E+017,https://twitter.com/JagbaniOnline/status/813980021496934409,,,
GlobExpressNews,2016-12-28 10:58,0,0,"Even Kejriwal will forfeit deposit against CM in Lambi, says Harsimrat Badal http:// globalexpressnews.com/even-kejriwal- will-forfeit-deposit-against-cm-in-lambi-says-harsimrat-badal/ … pic.twitter.com/GLnPAuQAh4",,,,8.13979975485444E+017,https://twitter.com/GlobExpressNews/status/813979975485444096,,,
vineet_4691,2016-12-28 10:58,0,0,@aashish_bhalla law n order is not just in his hands.. Delhi govt too has d responsibility.. Blame d state govt.. Chutiya kejriwal,,@aashish_bhalla,,8.13979857113743E+017,https://twitter.com/vineet_4691/status/813979857113743364,,,
Karthick2668,2016-12-28 10:57,7,4,"So much so for their Background checks #AAP Convicts enter AAP in ‘goof-up’, @ArvindKejriwal Kejriwal apologises http:// ln.is/wcAwd",,@ArvindKejriwal,#AAP,8.13979714234806E+017,https://twitter.com/Karthick2668/status/813979714234806272,,,
Rajveer05549922,2016-12-28 10:57,0,0,@office0ffRG tumse bda pappu to mene kejriwal k alawa kisi ko nhi dekha,,@office0ffRG,,8.13979681632506E+017,https://twitter.com/Rajveer05549922/status/813979681632505856,,,
NewsBossIndia,2016-12-28 10:57,0,0,"Akalis trying to scuttle Arvind Kejriwal ’s Lambi rally, claims AAP.. http:// timesofindia.indiatimes.com/city/chandigar h/Akalis-trying-to-scuttle-Kejris-Lambi-rally-claims-AAP/articleshow/56209562.cms …",,,,8.13979549847339E+017,https://twitter.com/NewsBossIndia/status/813979549847339008,,,
15881raaz1,2016-12-28 10:54,0,0,@naam_pk @ArvindKejriwal Lekin visarjan k liye jo paisa chahiye uska hisab kitab KEJRIWAL kyu nahi bata rahe h daar lagta h ya YUHI https:// twitter.com/naam_pk/status /813750887114043392 …,,@naam_pk @ArvindKejriwal,,8.1397903542023E+017,https://twitter.com/15881raaz1/status/813979035420229633,,,
kadar_k,2016-12-28 10:54,0,0,"@dhume Raul Gandi, Arvind Kejriwal and Mamta Benerjee all three are effective in different ways~",,@dhume,,8.13978879849157E+017,https://twitter.com/kadar_k/status/813978879849156609,,,
BangaloreMirror,2016-12-28 10:54,3,2,"Fake News Buster: Kejriwal burns Rs 2,000 note http:// bit.ly/2hMcngH pic.twitter.com/bx2x9sKMeS",,,,8.13978853773222E+017,https://twitter.com/BangaloreMirror/status/813978853773221888,,,
AbhinavSahai,2016-12-28 10:52,0,0,Someone just convinced 5 other people that Modi has reduced the DTC bus fares and not Kejriwal . Fandom and stupidness are same i guess!,,,,8.13978492282933E+017,https://twitter.com/AbhinavSahai/status/813978492282933253,,,
GiridharGopal15,2016-12-28 10:52,0,0,@manisha_111 @sudhirchaudhary @ArvindKejriwal kahi esme v to modi ka hath nhi hai na kejriwal sahab. Support truth nt particular religion,,@manisha_111 @sudhirchaudhary @ArvindKejriwal,,8.13978444073673E+017,https://twitter.com/GiridharGopal15/status/813978444073672704,,,
Aparichit____,2016-12-28 10:52,0,0,Nvr seen such a political reunite. Kejriwal should be slapped and thrashed out of delhi for this. https:// twitter.com/isirarnab/stat us/813785430495621120 …,,,,8.1397834310409E+017,https://twitter.com/Aparichit____/status/813978343104090112,,,
Being_antyking,2016-12-28 10:51,9,33,@KejriwaIFanClub @whoAditya @BDUTT tuje sharam nhi aati khud ka kejriwal ka fan batata hai?? Ghar walo ko Kya muh dikhata hai?,,@KejriwaIFanClub @whoAditya @BDUTT,,8.13978096965665E+017,https://twitter.com/Being_antyking/status/813978096965664772,,,
MODIfiedbhaarat,2016-12-28 10:51,1,0,"Even Kejriwal will forfeit deposit against CM in Lambi, says Harsimrat Badal http:// dhunt.in/1NiUG?s=a&ss=t wt …",,,,8.13978033744794E+017,https://twitter.com/MODIfiedbhaarat/status/813978033744793600,,,
