username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
dhruvsharmaits1,2016-12-28 18:21,1,1,@OfficeOfRG @SirJadeja @hindustanse Rahul gandhi to himself - (you and only you are today responsible for congress condition) pic.twitter.com/Ik1BpYkv24,,@OfficeOfRG @SirJadeja @hindustanse,,8.14091278388433E+017,https://twitter.com/dhruvsharmaits1/status/814091278388432896,,
arshadalambjp,2016-12-28 18:20,0,0,@KailashOnline @INCIndia @OfficeOfRG @narendramodi @BJP4Delhihamla ka parivasa jante hai rahul gandhi,,@KailashOnline @INCIndia @OfficeOfRG @narendramodi @BJP4Delhihamla,,8.14091226051817E+017,https://twitter.com/arshadalambjp/status/814091226051817472,,
manoramanews,2016-12-28 18:19,0,1,പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയോട് അഞ്ച് ചോദ്യങ്ങളും അഞ്ച് ആവശ്യങ്ങളും ഉന്നയിച്ച് രാഹുല്‍ ഗാന്ധി. #RahulGandhi http://www. manoramanews.com/news/breaking- news/rahul-gandhi-ask-five-questions-and-five-demands-to-pm-modi.html …,,,#RahulGandhi,8.14090901769175E+017,https://twitter.com/manoramanews/status/814090901769175040,,
Bhvyadeep1,2016-12-28 18:19,0,0,"Rahul Gandhi , Pappu , Rajneeti , Horoscope of great leader. http:// youtu.be/4ujpDKj9I-4?a",,,,8.14090808290845E+017,https://twitter.com/Bhvyadeep1/status/814090808290844672,,
SixthProphet,2016-12-28 18:18,3,1,How kejriwal pussed Rahul gandhi into notban pond. pic.twitter.com/dAdNbPOO3s,,,,8.14090705584804E+017,https://twitter.com/SixthProphet/status/814090705584803840,,
ramaseshan,2016-12-28 18:17,1,1,""" @satishacharya : Raga's surgical strike! #cartoon ##RahulGandhi #SaharaPapers pic.twitter.com/8ObO88rFIW "" need special talent",,@satishacharya,#cartoon # #RahulGandhi #SaharaPapers,8.14090377607016E+017,https://twitter.com/ramaseshan/status/814090377607016449,,
rahulsahu96782,2016-12-28 18:16,2,2,"#LoveYouINC India and the Congress share the same DNA: tolerance, inclusiveness and brotherhood- Rahul Gandhi",,,#LoveYouINC,8.14090254323892E+017,https://twitter.com/rahulsahu96782/status/814090254323892224,,
vixsinpaw1,2016-12-28 18:16,0,0,@news18india all rahulgandhi does is spit n run politics he mkes false baseless charges let mr.modi n his govt wrk they r doing a gud job,,@news18india,,8.14090172111393E+017,https://twitter.com/vixsinpaw1/status/814090172111392768,,
sakleo8,2016-12-28 18:16,0,0,@myvotetoday @OfficeOfRG How about running a poll. If Rahul Gandhi leaves politics will u vote for Congress,,@myvotetoday @OfficeOfRG,,8.14090150376456E+017,https://twitter.com/sakleo8/status/814090150376456192,,
GauravPandhi,2016-12-28 18:16,244,234,Rahul Gandhi & Congress' 5 questions to Modi Govt on demonetization. Will the Govt answer - if they have any? pic.twitter.com/vRlaKmPceH,,,,8.14090088032276E+017,https://twitter.com/GauravPandhi/status/814090088032276480,,
Telugu360,2016-12-28 18:15,0,0,"Rahul Gandhi seeks to deposit Rs 25,000 in BPL women accounts https://www. telugu360.com/rahul-gandhi-s eeks-deposit-rs-25000-bpl-women-accounts/ … #RahulGandhi",,,#RahulGandhi,8.14089781923615E+017,https://twitter.com/Telugu360/status/814089781923614722,,
AAPKAVISHNU,2016-12-28 18:15,0,0,"I can still understand ppl tweeting in support of Modi without being paid, but unpaid guys proclaiming Rahul Gandhi is a lion is beyond me",,,,8.14089766497034E+017,https://twitter.com/AAPKAVISHNU/status/814089766497034240,,
SixthProphet,2016-12-28 18:14,2,0,for rahul gandhi pic.twitter.com/yARgS33cDQ,,,,8.14089642953699E+017,https://twitter.com/SixthProphet/status/814089642953699330,,
ShashankITSoft,2016-12-28 18:13,0,0,Rahul Gandhi 's surgical strike! #SaharaPapers #ModiTakesBribe pic.twitter.com/A36deAcXPw,,,#SaharaPapers #ModiTakesBribe,8.14089470928531E+017,https://twitter.com/ShashankITSoft/status/814089470928531457,,
DevanandDevD1,2016-12-28 18:10,0,0,"Rahul Gandhi bolna chahate hai,puchana chahate hai, par unko sunana Kon chahate hai.",,,,8.14088518158815E+017,https://twitter.com/DevanandDevD1/status/814088518158815233,,
TVarthalu,2016-12-28 18:09,1,0,Rahul Gandhi Speech At Foundation Day Celebrations of Indian National Congress | Telangana Varthalu: http:// youtu.be/2XByrfKCDOM?a via,,,,8.14088308263424E+017,https://twitter.com/TVarthalu/status/814088308263424000,,
Chauhan_VijayK,2016-12-28 18:07,0,0,A beginner's guide for every entrants into #Congress with perfect alphabets ... #RahulGandhi pic.twitter.com/9MGY0Zqjr2,,,#Congress #RahulGandhi,8.14087966406701E+017,https://twitter.com/Chauhan_VijayK/status/814087966406701056,,
NaMoNews7,2016-12-28 18:06,0,0,Shrikant Sharma BJP slammed Congress Vice-President Rahul Gandhi for acc... https:// youtu.be/CRAIY-u10Sc via,,,,8.14087578517434E+017,https://twitter.com/NaMoNews7/status/814087578517434369,,
FinancialXpress,2016-12-28 18:05,1,1,Name beneficiaries of scams during #UPA govt: BJP to #RahulGandhi http://www. financialexpress.com/india-news/nam e-beneficiaries-of-scams-during-upa-govt-bjp-to-rahul-gandhi/489080/ … pic.twitter.com/wRU2Ihgmjk,,,#UPA #RahulGandhi,8.14087414935265E+017,https://twitter.com/FinancialXpress/status/814087414935265282,,
TharoorianKhan,2016-12-28 18:05,1,2,"#LoveYouINC If India is a computer, its default programme is the Congress. Congress comes natural to India's ethos.- Rahul Gandhi",,,#LoveYouINC,8.14087334228431E+017,https://twitter.com/TharoorianKhan/status/814087334228430848,,
sg_thakurta,2016-12-28 18:05,0,0,"DEAR SIR , RAHUL GANDHI 'S QUESTION JAWAB , AV TAK NAHI MILA HI, KYA ALLEGATION IS TRUTH , THAT'S WHY YOU ARE UNABLE TO REPLY, ONLY CHUTKULLA",,,,8.14087285972967E+017,https://twitter.com/sg_thakurta/status/814087285972967427,,
TharoorianKhan,2016-12-28 18:04,29,18,"#LoveYouINC India and the Congress share the same DNA: tolerance, inclusiveness and brotherhood- Rahul Gandhi",,,#LoveYouINC,8.14087222525727E+017,https://twitter.com/TharoorianKhan/status/814087222525726720,,
AshishBBZ30,2016-12-28 18:01,0,0,@abpmajhatv #DhulagarhRiot lapavanya Sathi Rahul Gandhi ani @MamataOfficial ekatra Alet #EmergencyinBengal,,@abpmajhatv @MamataOfficial,#DhulagarhRiot #EmergencyinBengal,8.14086460173386E+017,https://twitter.com/AshishBBZ30/status/814086460173385729,,
aaliyagoyel1,2016-12-28 18:00,0,0,Opposition united on #demonetisation & #PMModi 's #corruption : Rahul Gandhi https:// goo.gl/aXtfIm #Congress,,,#demonetisation #PMModi #corruption #Congress,8.14086086733468E+017,https://twitter.com/aaliyagoyel1/status/814086086733467648,,
livestreamebiz,2016-12-28 17:59,0,0,BJP Counters Rahul Gandhi 's Charges Against Modi Govt ; Raises UPA Scams: BJP Counters Rahul Gandhi 's Charges… http:// dlvr.it/Mzbq1s pic.twitter.com/2Mg1eUYO7w,,,,8.14085979258524E+017,https://twitter.com/livestreamebiz/status/814085979258523648,,
INCdilse,2016-12-28 17:59,0,0,Here's the result of the poll I conducted on how @INCIndia supporters would like to address #RahulGandhi https:// twitter.com/incdilse/statu s/812565045078933508 …,,@INCIndia,#RahulGandhi,8.14085967241806E+017,https://twitter.com/INCdilse/status/814085967241805824,,
sunil_kachroo,2016-12-28 17:58,2,1,I don't know but I have been told #RahulGandhi is ducking A hole,,,#RahulGandhi,8.14085736638988E+017,https://twitter.com/sunil_kachroo/status/814085736638988290,,
TechieTurf,2016-12-28 17:58,0,0,"Demonetization: Rahul Gandhi puts forth demands, seeks white paper from PM Modi http:// dlvr.it/Mzbp5t pic.twitter.com/r1IHZtUHwX",,,,8.1408568652551E+017,https://twitter.com/TechieTurf/status/814085686525509632,,
hashahmedabad,2016-12-28 17:58,0,0,Rahul Gandhi attacks PM Modi on demonetisation - Ahmedabad Mirror http:// ift.tt/2ho6Z2E #Ahmedabad #News,,,#Ahmedabad #News,8.14085523316896E+017,https://twitter.com/hashahmedabad/status/814085523316895748,,
newsvendortv,2016-12-28 17:57,0,1,Congress VP Rahul Gandhi aka Pappu is became lying machine as all his statements & political speeches... http:// youtu.be/wJMsIs21bDM?a,,,,8.14085425103065E+017,https://twitter.com/newsvendortv/status/814085425103065088,,
MahaaNews,2016-12-28 17:57,0,0,నోట్ల రద్దు పేదలకోసమా...బడాబాబులకోసమా..?| Rahul Gandhi Slams PM Modi Over,,,,8.14085387077452E+017,https://twitter.com/MahaaNews/status/814085387077451777,,
kirtijoshi1958,2016-12-28 17:57,0,0,@sunilddesai Garibi Hatao Indira to Rahul Gandhi is perfect example.,,@sunilddesai,,8.14085343918117E+017,https://twitter.com/kirtijoshi1958/status/814085343918116864,,
VamsiChandReddy,2016-12-28 17:57,45,30,"If Modi has done no wrong, why is he afraid of an inquiry? - Rahul Gandhi . pic.twitter.com/g5s9QUAGM3",,,,8.14085289295507E+017,https://twitter.com/VamsiChandReddy/status/814085289295507457,,
NewsforIndia14,2016-12-28 17:56,0,0,Rahul Gandhi seeks white paper on #DeMonetisation Bharatiya Janata Party (BJP) Indian National Congress PMO... http:// fb.me/39WaqtPdG,,,#DeMonetisation,8.14085178574406E+017,https://twitter.com/NewsforIndia14/status/814085178574405632,,
kalevishaal90,2016-12-28 17:55,0,0,"rahul gandhi ,whole night watched chhota bheem , so its sleep in p,,m https:// twitter.com/ichetangupta/s tatus/813651589227548672 …",,,,8.14084813812601E+017,https://twitter.com/kalevishaal90/status/814084813812600832,,
NewsforIndia14,2016-12-28 17:55,0,0,#RahulGandhi seeks white paper on #DeMonetisation @OfficeOfRG @BJP4India @INCIndia @PMOIndia @RBI @FinMinIndia http://www. newsforindia.com/rahul-gandhi-s eeks-white-paper-demonetisation/ …,,@OfficeOfRG @BJP4India @INCIndia @PMOIndia @RBI @FinMinIndia,#RahulGandhi #DeMonetisation,8.14084755138364E+017,https://twitter.com/NewsforIndia14/status/814084755138363393,,
rajualam,2016-12-28 17:54,0,0,I liked a @YouTube video from @wikileaks4india http:// youtu.be/H4RxUogMhM4?a Rahul Gandhi attacks on Narendra Modi || WhatsApp Viral Video,,@YouTube @wikileaks4india,,8.14084657700545E+017,https://twitter.com/rajualam/status/814084657700544513,,
drajayssharma,2016-12-28 17:54,0,0,@JhaSanjay But if Modi Ji apply launched tax on critics of pappy Rahul Gandhi and bartender then our fiscal deficit will be finished for 3g,,@JhaSanjay,,8.14084581569811E+017,https://twitter.com/drajayssharma/status/814084581569810432,,
swarajmaurya,2016-12-28 17:54,0,0,@YesIamSaffron मै सेकुलर हूँ अल्प संख्यक हिन्दुओं के बरबादी तक जंग रेहेगी जारी #RahulGandhi #ArvindKejriwal #Mamtabanerjee #Mulayam #Lalu,,@YesIamSaffron,#RahulGandhi #ArvindKejriwal #Mamtabanerjee #Mulayam #Lalu,8.14084494051471E+017,https://twitter.com/swarajmaurya/status/814084494051471360,,
ShumaRaha,2016-12-28 17:53,0,0,Why it's now or never for Rahul Gandhi . My Gulf News column http:// gulfnews.com/opinion/thinke rs/it-s-now-or-never-for-rahul-gandhi-1.1952602 … @OfficeOfRG,,@OfficeOfRG,,8.14084357686079E+017,https://twitter.com/ShumaRaha/status/814084357686079494,,
swarajmaurya,2016-12-28 17:53,0,0,@manakgupta मै सेकुलर हूँ अल्प संख्यक हिन्दुओं के बरबादी तक जंग रेहेगी जारी #RahulGandhi #ArvindKejriwal #Mamtabanerjee #Mulayam #Lalu,,@manakgupta,#RahulGandhi #ArvindKejriwal #Mamtabanerjee #Mulayam #Lalu,8.14084331895398E+017,https://twitter.com/swarajmaurya/status/814084331895398400,,
BABUVASANI,2016-12-28 17:52,0,0,"Rahul Gandhi 's unsubstantiated corruption charges against our PM are rubbished by the Supreme Court, then why is repeating now&then!!! pic.twitter.com/gOkpmxwGpa",,,,8.14084115959976E+017,https://twitter.com/BABUVASANI/status/814084115959975937,,
mauryarajeev8,2016-12-28 17:52,3,3,"Wat cheap mentality of PM Modi, Rahul Gandhi leveling hm corruption charges,he was mimicking joking only to divert attention frm corruption",,,,8.14084108712165E+017,https://twitter.com/mauryarajeev8/status/814084108712165376,,
SharmadineshS,2016-12-28 17:52,0,0,"@awasthis , Rahul Gandhi is not that kind of leader whose any statement can be taken seriously,he is just load on congress",,@awasthis,,8.14084082204168E+017,https://twitter.com/SharmadineshS/status/814084082204168192,,
swarajmaurya,2016-12-28 17:51,1,2,@iSirArnab मै सेकुलर हूँ अल्प संख्यक हिन्दुओं के बरबादी तक जंग रेहेगी जारी #RahulGandhi #ArvindKejriwal #Mamtabanerjee #Mulayam #Lalu,,@iSirArnab,#RahulGandhi #ArvindKejriwal #Mamtabanerjee #Mulayam #Lalu,8.14083950628995E+017,https://twitter.com/swarajmaurya/status/814083950628995072,,
globalissuesweb,2016-12-28 17:51,1,0,"Demonetisation: Rahul Gandhi demands answers from PM Modi, Mamata Banerjee calls it ‘s... http:// twib.in/l/XA4MLEArryeo pic.twitter.com/NLubWlgxen",,,,8.14083861323928E+017,https://twitter.com/globalissuesweb/status/814083861323927553,,
NewsUkhand,2016-12-28 17:51,2,0,Modi sacrificed common man in 'yagna' against black money: Rahul Gandhi https:// goo.gl/fb/nBezD1,,,,8.14083787814568E+017,https://twitter.com/NewsUkhand/status/814083787814567936,,
ahmedwasim553,2016-12-28 17:50,0,1,@AniruddhINC @ajaymaken @Sharmistha_GK Bahut khub Rahul Gandhi ji.,,@AniruddhINC @ajaymaken @Sharmistha_GK,,8.14083671481348E+017,https://twitter.com/ahmedwasim553/status/814083671481348096,,
nivasgaukar,2016-12-28 17:49,0,0,PM is elected by the people of the country and not by Mamta Banerjee & rahul Gandhi,,,,8.14083460021109E+017,https://twitter.com/nivasgaukar/status/814083460021108737,,
vijayg72,2016-12-28 17:49,0,0,@ndtv #noteban Rahul Gandhi is spreading fear in people. Only Black money hoarder are feared. Yeah Public SAB janti hai.,,@ndtv,#noteban,8.14083440375108E+017,https://twitter.com/vijayg72/status/814083440375107584,,
ImArppit,2016-12-28 17:47,1,0,Must read. Five Rahul Gandhi gaffes of 2016. #LoveYouINC http:// economictimes.indiatimes.com/news/politics- and-nation/rahul-gandhi-gaffes/articleshow/56179548.cms …,,,#LoveYouINC,8.14082893790245E+017,https://twitter.com/ImArppit/status/814082893790244864,,
OneindiaKannada,2016-12-28 17:45,1,1,ರಾಹುಲ್ ಗಾಂಧಿ ಕೇಳಿದ 5 ಪ್ರಶ್ನೆಗಳಿಗೆ ಮೋದಿ ಉತ್ತರಿಸುವರೆ? http:// kannada.oneindia.com/news/india/rah ul-raises-5-questions-on-demonetisation-to-modi-110933.html … #rahulgandhi #narendramodi,,,#rahulgandhi #narendramodi,8.14082369170772E+017,https://twitter.com/OneindiaKannada/status/814082369170771968,,
JessieBottcher,2016-12-28 17:45,0,0,"On Notes Ban, Rahul Gandhi 's 5 Questions For PM Modi. And BJP's Retort - NDTV http:// ift.tt/2iDGeYI",,,,8.14082279911883E+017,https://twitter.com/JessieBottcher/status/814082279911882753,,
Capitalisstt,2016-12-28 17:45,0,0,@dna Rahul Gandhi,,@dna,,8.14082245338141E+017,https://twitter.com/Capitalisstt/status/814082245338140672,,
Baba_Blango,2016-12-28 17:44,0,0,Who is Better @INCIndia (congress) Leader RT for Indira gandhi Like for Rahul Gandhi Follow for Rajiv Gandhi #f4f #LoveYouINC,,@INCIndia,#f4f #LoveYouINC,8.14082029729948E+017,https://twitter.com/Baba_Blango/status/814082029729947650,,
AfrinNaaz4,2016-12-28 17:42,3,1,Will Rahul Gandhi ask for a CBI probe....???????? https:// twitter.com/ZeeNews/status /814080964330749953 …,,,,8.14081484738871E+017,https://twitter.com/AfrinNaaz4/status/814081484738871296,,
nasirmobeen2,2016-12-28 17:41,0,0,Rahul dares PM Modi to reveal names of Swiss account holders http:// ift.tt/2hN2VtE Congress vice-president Rahul Gandhi on Wednesday ac…,,,,8.14081283894706E+017,https://twitter.com/nasirmobeen2/status/814081283894706178,,
Novinchristoph2,2016-12-28 17:41,0,1,"I support Rahul Gandhi 's call to publish names, who deposited more than 25 lakh prior #demonitisation . Who all is @NarendraModi shielding ?",,@NarendraModi,#demonitisation,8.14081270678516E+017,https://twitter.com/Novinchristoph2/status/814081270678515712,,
maheshshinde518,2016-12-28 17:40,0,0,"Rahul Gandhi : "" PM took bribe"" BJP is totally confused Should BJP file defamation case against Rahul or shld ask for entertainment tax.",,,,8.14081071272825E+017,https://twitter.com/maheshshinde518/status/814081071272824833,,
gbupadhyay,2016-12-28 17:38,0,0,Mamta Banerjee wants a bigger place for herself in stupidity than Arvind Kejriwal nd Rahul Gandhi #WeSupportSudhirSir,,,#WeSupportSudhirSir,8.14080691696763E+017,https://twitter.com/gbupadhyay/status/814080691696762881,,
AIMIM_MOHAMMED,2016-12-28 17:38,0,0,Rahul Gandhi | Attacking | PM Narendra Modi | Top-News: http:// youtu.be/Q9j6rYiEQP4?a via @YouTube,,@YouTube,,8.14080574558269E+017,https://twitter.com/AIMIM_MOHAMMED/status/814080574558269440,,
patelajay47,2016-12-28 17:37,0,0,@RajaBrar_INC @SurajMNHegde @RutvijJoshi @sanjaynirupam @bhushankpatil12 Can u answer these 5 questions of common man - Rahul Gandhi . pic.twitter.com/K5iWRu6xcR,,@RajaBrar_INC @SurajMNHegde @RutvijJoshi @sanjaynirupam @bhushankpatil12,,8.14080204859527E+017,https://twitter.com/patelajay47/status/814080204859527168,,
Sanjeet42549555,2016-12-28 17:36,0,0,@sardanarohit rahul gandhi needs to get some training by jaiveer shergill,,@sardanarohit,,8.14080041793372E+017,https://twitter.com/Sanjeet42549555/status/814080041793372162,,
mathrubhumi,2016-12-28 17:36,0,2,ഇവയാണ് പ്രധാനമന്ത്രിയോട് രാഹുല്‍ ചോദിച്ച അഞ്ച് ചോദ്യങ്ങള്‍ I Video http://www. mathrubhumi.com/videos/news/ne ws-in-videos/rahul-s-questions-to-narendra-modi-1.1613148?utm_source=dlvr.it&utm_medium=twitter … #RahulGandhi #NarendraModi #Demonetization pic.twitter.com/anv6CCfp6f,,,#RahulGandhi #NarendraModi #Demonetization,8.14080005420368E+017,https://twitter.com/mathrubhumi/status/814080005420367873,,
PairsonnalitesU,2016-12-28 17:35,0,0,"New Delhi | The divide in the Opposition ranks notwithstanding, Rahul Gandhi and Mamata Banerjee launched a… http:// dlvr.it/MzbNSt",,,,8.14079920192176E+017,https://twitter.com/PairsonnalitesU/status/814079920192176130,,
PairsonnalitesU,2016-12-28 17:35,0,0,"New Delhi | The divide in the Opposition ranks notwithstanding, Rahul Gandhi and Mamata Banerjee launched a… http:// dlvr.it/MzbNRy",,,,8.14079914722742E+017,https://twitter.com/PairsonnalitesU/status/814079914722742277,,
YOYOTVChannel,2016-12-28 17:35,0,0,#Demonetisation #MannKiBaat #PM #RahulGandhi #NarendraModi #Modi #BlackMoney #PrimeMinister #BJP #India http:// youtu.be/HejPnbirihQ?a,,,#Demonetisation #MannKiBaat #PM #RahulGandhi #NarendraModi #Modi #BlackMoney #PrimeMinister #BJP #India,8.14079892853784E+017,https://twitter.com/YOYOTVChannel/status/814079892853784576,,
ImCaRakesh,2016-12-28 17:35,0,0,Rahul Gandhi for Parlimentary Affairs https:// twitter.com/WoCharLog/stat us/813772854537965568 …,,,,8.14079765275672E+017,https://twitter.com/ImCaRakesh/status/814079765275672576,,
kirtichandra_k,2016-12-28 17:35,0,0,"So vijay mallya, rahul gandhi and that other guy were causing problems? and who got suspended? https:// twitter.com/11AshokaRoad/s tatus/750608866270932992 …",,,,8.14079757012718E+017,https://twitter.com/kirtichandra_k/status/814079757012717568,,
BloggerNetwork2,2016-12-28 17:34,0,0,"#India The HinduCongress Vice President Rahul Gandhi with Ahmed Patel and Surjewala, arriving at AICC... http:// fb.me/8lxPICMhu",,,#India,8.14079531208221E+017,https://twitter.com/BloggerNetwork2/status/814079531208220672,,
sharnarthi90,2016-12-28 17:34,0,0,Complete Exposure of Rahul Gandhi (Raul Vinci) by Vishwa Bandhu Gupta http:// ln.is/www.youtube.co m/tb6dk … via @YouTube,,@YouTube,,8.1407950146234E+017,https://twitter.com/sharnarthi90/status/814079501462339584,,
Deepti1112,2016-12-28 17:34,0,0,if #RahulGandhi & #Mamtabanerjee could take a stroll of CP on Christmas it would shock that demonitisation has not dampened shopping at all,,,#RahulGandhi #Mamtabanerjee,8.14079478783771E+017,https://twitter.com/Deepti1112/status/814079478783770624,,
Thakurss34I,2016-12-28 17:33,0,0,@INCIndia क्या #RahulGandhi काग्रेस सरकार के समय हुए घोटालों के लाभार्थियों के नाम बताएगे?,,@INCIndia,#RahulGandhi,8.14079406465569E+017,https://twitter.com/Thakurss34I/status/814079406465568769,,
khabarondemand,2016-12-28 17:33,0,0,News18India: RT Shankey3007: #News18India #HTP 8PM Debate with awasthis #DeMonetisation की ओट में #RahulGandhi को… https:// twitter.com/i/web/status/8 14078008516448256 …,,,#News18India #HTP #DeMonetisation #RahulGandhi,8.14079208087495E+017,https://twitter.com/khabarondemand/status/814079208087494656,,
khabarondemand,2016-12-28 17:33,0,0,News18India: RT Shankey3007: #News18India #HTP 8 PM Debate Quest. क्या PM #Modi को #RahulGandhi के सवालों का जवाब … https:// twitter.com/i/web/status/8 14069956971151360 …,,,#News18India #HTP #Modi #RahulGandhi,8.14079205654856E+017,https://twitter.com/khabarondemand/status/814079205654855680,,
_shriraj,2016-12-28 17:32,0,0,"Rahul Gandhi : किसान को ज़बरदस्त चोट लगी है,सरकार उनका कर्जा माफ़ करे और पिछले 2 महीने के नुकसान के लिए MSP पर 20% बोनस दें",,,,8.14079007163634E+017,https://twitter.com/_shriraj/status/814079007163633665,,
_shriraj,2016-12-28 17:31,1,1,Rahul Gandhi : सरकार BPL परिवार की एक महिला को उनके खाते में 25000 रूपये दें,,,,8.14078756562305E+017,https://twitter.com/_shriraj/status/814078756562305024,,
_shriraj,2016-12-28 17:30,0,0,Rahul Gandhi : मनरेगा के दिन और दिहाड़ी को सरकार दोगुना करे,,,,8.14078578459603E+017,https://twitter.com/_shriraj/status/814078578459602944,,
30SecFact,2016-12-28 17:30,0,0,Congress VP Rahul Gandhi speech at the 132nd foundation day of Indian National Congress: http:// youtu.be/OpvC76IVMuE?a via @YouTube,,@YouTube,,8.14078484423311E+017,https://twitter.com/30SecFact/status/814078484423311361,,
_shriraj,2016-12-28 17:29,0,0,Rahul Gandhi : छोटे दुकानदारों को सरकार Sales tax और Income tax me 50% की छूट दें,,,,8.14078408959394E+017,https://twitter.com/_shriraj/status/814078408959393792,,
NemchandSuryav1,2016-12-28 17:29,0,0,@OfficeOfRG Happy birthday kangresh party. kangresh party jinda Bad. Sonya Gandhi Ji jinda Bad. Rahul Gandhi Ji jinda Bad.,,@OfficeOfRG,,8.1407840704673E+017,https://twitter.com/NemchandSuryav1/status/814078407046729728,,
NewsBossIndia,2016-12-28 17:29,0,0,"Whom Did PM Modi Consult Before Demonetisation, Asks Rahul Gandhi .. http://www. news18.com/news/politics/ whom-did-pm-modi-consult-before-announcing-demonetisation-asks-rahul-gandhi-1328602.html …",,,,8.14078373324419E+017,https://twitter.com/NewsBossIndia/status/814078373324419072,,
NewsBossIndia,2016-12-28 17:29,0,0,BJP Rakes up AgustaWestland to Counter Rahul Gandhi .. http://www. news18.com/news/politics/ bjp-rakes-up-agustawestland-to-counter-rahul-gandhi-1328649.html …,,,,8.14078368329044E+017,https://twitter.com/NewsBossIndia/status/814078368329043968,,
sardeepsingh,2016-12-28 17:29,0,0,RT Shankey3007: #News18India #HTP 8PM Debate with awasthis #DeMonetisation की ओट में #RahulGandhi को मिलेगा वोट! … https:// twitter.com/i/web/status/8 14078008516448256 …,,,#News18India #HTP #DeMonetisation #RahulGandhi,8.14078316248441E+017,https://twitter.com/sardeepsingh/status/814078316248440832,,
sardeepsingh,2016-12-28 17:29,0,0,RT Shankey3007: #News18India #HTP 8 PM Debate Quest. क्या PM #Modi को #RahulGandhi के सवालों का जवाब देना जरुरी है… https:// twitter.com/i/web/status/8 14069956971151360 …,,,#News18India #HTP #Modi #RahulGandhi,8.14078313895445E+017,https://twitter.com/sardeepsingh/status/814078313895444480,,
satyasrs,2016-12-28 17:29,0,1,@CNNnews18 first let Rahul Gandhi disclose the name of his teacher and consultant in politics. Who is guiding him and make him speak,,@CNNnews18,,8.14078281834201E+017,https://twitter.com/satyasrs/status/814078281834201088,,
DavidGDawkins,2016-12-28 17:29,0,1,Rahul's advisor bends Sheila's ear for Sahara diary U-turn http:// dailym.ai/2hlQfZR #modi #SaharaPapers #congress #RahulGandhi,,,#modi #SaharaPapers #congress #RahulGandhi,8.14078260011221E+017,https://twitter.com/DavidGDawkins/status/814078260011220992,,
SKhan777777,2016-12-28 17:29,0,0,"#RahulGandhi , #ModiKa_भांडाफोड़ , #ModiBhakts , @abpnewstv , @ndtv , @aamir_khan , @snapdeal Aljazeera news Beware!!! from BJP http:// ln.is/www.aljazeera. com/ne/lseDq …",,@abpnewstv @ndtv @aamir_khan @snapdeal,#RahulGandhi #ModiKa_ #ModiBhakts,8.14078230143627E+017,https://twitter.com/SKhan777777/status/814078230143627265,,
mw569256,2016-12-28 17:28,0,0,Congress Vice President Rahul Gandhi on Wednesday continued his attack on Prime Minister Narendra Modi over demone… http:// ift.tt/2hvKNIL,,,,8.14077974819508E+017,https://twitter.com/mw569256/status/814077974819508224,,
IndiaTVHindi,2016-12-28 17:28,0,1,"BJP ने #RahulGandhi से कहा, 'UPA सरकार के समय हुए घोटालों के लाभार्थियों के नाम बताएं' http://www. khabarindiatv.com/india/politics -bjp-attacks-rahul-gandhi-over-scams-during-the-upa-govt-500492 … pic.twitter.com/EvdeqHvHP2",,,#RahulGandhi,8.14077963067003E+017,https://twitter.com/IndiaTVHindi/status/814077963067002880,,
sg_thakurta,2016-12-28 17:27,0,0,"till date Rahul Gandhi 's allegation reply not recd , people expecting the answer , how long time will take to reply , can you please ?",,,,8.1407784171735E+017,https://twitter.com/sg_thakurta/status/814077841717350400,,
satishacharya,2016-12-28 17:27,39,50,Raga's surgical strike! #cartoon ##RahulGandhi #SaharaPapers pic.twitter.com/UZROyKbt72,,,#cartoon # #RahulGandhi #SaharaPapers,8.14077789938676E+017,https://twitter.com/satishacharya/status/814077789938675714,,
Rinku78Rajnish,2016-12-28 17:26,0,0,@OfficeOfRG @indore_tweet Rahul Gandhi ये शेर अगर बिना देखे बोल दें मैं तो पप्पू नही बोलूंगा तुम्हे।,,@OfficeOfRG @indore_tweet,,8.14077619402605E+017,https://twitter.com/Rinku78Rajnish/status/814077619402604544,,
hiimanshu_jain,2016-12-28 17:25,1,0,Mamata: Ye chhota bheem dekhta hai Rahul Gandhi : Tere saath #RaGaStrikes #RaGa pic.twitter.com/flwAUbBnQl,,,#RaGaStrikes #RaGa,8.14077384831996E+017,https://twitter.com/hiimanshu_jain/status/814077384831995904,,
NewsNationTV,2016-12-28 17:25,1,0,PM #NarendraModi practising politics of fear and anger: #RahulGandhi on #currencyban #DeMonetisation http://www. newsnation.in/article/155741 -pm-modi-practising-politics-of-fear-and-anger-rahul-gandhi-on-currency-ban.html?IND …,,,#NarendraModi #RahulGandhi #currencyban #DeMonetisation,8.14077369648497E+017,https://twitter.com/NewsNationTV/status/814077369648496640,,
updates_india,2016-12-28 17:25,0,0,Rahul Gandhi lists demands to PM Modi on demonetization http:// bit.ly/2i6KaUR @OfficeOfRG @INCIndia,,@OfficeOfRG @INCIndia,,8.14077187468968E+017,https://twitter.com/updates_india/status/814077187468967936,,
